cluster_id,paper_id,doi,title,source_lane,page_hint,cluster_basis,char_start,char_end,member_count,field_group_count,field_groups,field_values_json,positioned_member_count,existing_condition_ids,existing_condition_overlap_count,cluster_quality,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_gate_status,condition_scope
CONDCL-bcccd92aa1afc925e4,zotero_KGWA2AJ6,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,1,exact_anchor,,,1,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",0,COND-78a2a82ba97e,1,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,exact_anchor_cluster_candidate
CONDCL-0f83dd484807396b05,ZPC-000384,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,1,char_window,3695,3700,2,1,laser_power,"{""laser_power"": [{""normalized"": ""10"", ""normalized_unit"": ""mW"", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}]}",2,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-d38ff619c6144a343e,zotero_KGWA2AJ6,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,2,exact_anchor,,,1,1,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",0,COND-3540b2ec58c8,1,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,exact_anchor_cluster_candidate
CONDCL-a76407b89526563166,ZPC-000384,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,2,char_window,5858,8537,11,4,laser_power;power_measurement_plane;pulse_width_fs;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""10"", ""normalized_unit"": ""mW"", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""objective_exit"", ""raw"": ""after the objective"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""150"", ""normalized_unit"": ""fs"", ""raw"": ""150 fs"", ""raw_unit"": ""fs""}, {""normalized"": ""120"", ""normalized_unit"": ""fs"", ""raw"": ""120 fs"", ""raw_unit"": ""fs""}, {""normalized"": ""130"", ""normalized_unit"": ""fs"", ""raw"": ""130 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""775"", ""normalized_unit"": ""nm"", ""raw"": ""775 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""810"", ""normalized_unit"": ""nm"", ""raw"": ""810 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""610"", ""normalized_unit"": ""nm"", ""raw"": ""610 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",11,,0,high_information_local_cluster,false,3,atmosphere;focusing;geometry;motion_or_dwell;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a7c3c61b86aadb8b2a,ZPC-000384,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,3,char_window,10491,10577,2,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""730"", ""normalized_unit"": ""nm"", ""raw"": ""730 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-4a4c98dfed03932750,OA2P-000081,10.1007/s00542-009-0898-y,Radial superresolution of the two-photon microfabrication method,out_of_scope_for_expansion,2,char_window,6585,6922,9,4,laser_power;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""1.2 W"", ""raw_unit"": ""W""}, {""normalized"": ""1200"", ""normalized_unit"": ""mW"", ""raw"": ""1.2 W"", ""raw_unit"": ""W""}, {""normalized"": ""400"", ""normalized_unit"": ""mW"", ""raw"": ""400 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""400 mW"", ""raw_unit"": ""mW""}], ""pulse_width_fs"": [{""normalized"": ""40"", ""normalized_unit"": ""fs"", ""raw"": ""40 fs"", ""raw_unit"": ""fs""}, {""normalized"": ""160"", ""normalized_unit"": ""fs"", ""raw"": ""160 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""50"", ""normalized_unit"": ""MHz"", ""raw"": ""50 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""900"", ""normalized_unit"": ""nm"", ""raw"": ""900 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""740"", ""normalized_unit"": ""nm"", ""raw"": ""740 nm"", ""raw_unit"": ""nm""}]}",9,,0,high_information_local_cluster,false,3,atmosphere;focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a2ec5e3d37d4e1dcc1,OA2P-000081,10.1007/s00542-009-0898-y,Radial superresolution of the two-photon microfabrication method,out_of_scope_for_expansion,4,char_window,12494,13271,6,4,laser_power;objective_NA;power_measurement_plane;wavelength_nm,"{""laser_power"": [{""normalized"": ""90"", ""normalized_unit"": ""mW"", ""raw"": ""90 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""90 mW"", ""raw_unit"": ""mW""}], ""objective_NA"": [{""normalized"": ""1.3"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.3"", ""raw_unit"": """"}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""laser_output"", ""raw"": ""laser output"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""100"", ""normalized_unit"": ""nm"", ""raw"": ""100 nm"", ""raw_unit"": ""nm""}]}",6,,0,high_information_local_cluster,false,3,atmosphere;geometry;motion_or_dwell;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-b3a11014df34885656,ZPC-002133,10.1007/s10570-018-2002-1,Enabling direct laser writing of cellulose-based submicron architectures,out_of_scope_for_expansion,1,char_window,532,538,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""500"", ""normalized_unit"": ""nm"", ""raw"": ""500 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-50e00f85ac8202a53a,ZPC-002133,10.1007/s10570-018-2002-1,Enabling direct laser writing of cellulose-based submicron architectures,out_of_scope_for_expansion,2,char_window,3706,3712,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-c788689ee8945bad88,ZPC-002133,10.1007/s10570-018-2002-1,Enabling direct laser writing of cellulose-based submicron architectures,out_of_scope_for_expansion,5,char_window,11979,11985,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-9be15ab4399165a9ed,ZPC-002133,10.1007/s10570-018-2002-1,Enabling direct laser writing of cellulose-based submicron architectures,out_of_scope_for_expansion,6,char_window,16864,17138,4,1,laser_power,"{""laser_power"": [{""normalized"": ""45"", ""normalized_unit"": ""mW"", ""raw"": ""45 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""45 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""11.2"", ""normalized_unit"": ""mW"", ""raw"": ""11.2 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""11.2 mW"", ""raw_unit"": ""mW""}]}",4,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-b02a170e29abb16e8c,ZPC-002133,10.1007/s10570-018-2002-1,Enabling direct laser writing of cellulose-based submicron architectures,out_of_scope_for_expansion,7,char_window,21339,21715,6,5,laser_power;objective_NA;power_measurement_plane;pulse_width_fs;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.1 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""0.1"", ""normalized_unit"": ""mW"", ""raw"": ""0.1 mW"", ""raw_unit"": ""mW""}], ""objective_NA"": [{""normalized"": ""1.4"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.4"", ""raw_unit"": """"}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""objective_entrance"", ""raw"": ""At the objective"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""150"", ""normalized_unit"": ""fs"", ""raw"": ""150 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",6,,0,high_information_local_cluster,false,4,atmosphere;geometry;motion_or_dwell;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-d615926b4b7647cfff,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,1,char_window,2273,2293,3,3,pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""40"", ""normalized_unit"": ""fs"", ""raw"": ""40 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""0.001"", ""normalized_unit"": ""MHz"", ""raw"": ""1 kHz"", ""raw_unit"": ""kHz""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",3,,0,multi_field_candidate_cluster,false,3,atmosphere;focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-8bb6a7c9895555dece,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,10,char_window,38171,38308,3,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""355"", ""normalized_unit"": ""nm"", ""raw"": ""355 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""248"", ""normalized_unit"": ""nm"", ""raw"": ""248 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""2200"", ""normalized_unit"": ""nm"", ""raw"": ""2200 nm"", ""raw_unit"": ""nm""}]}",3,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-82fe3ed065180f06c8,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,11,char_window,38961,39149,2,2,atmosphere;wavelength_nm,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""under nitrogen"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}]}",2,,0,multi_field_candidate_cluster,false,2,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-2c1c1941ae5c1dde5e,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,12,char_window,44112,46425,23,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""1000"", ""normalized_unit"": ""mW"", ""raw"": ""1 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""5.4 W"", ""raw_unit"": ""W""}, {""normalized"": ""4800"", ""normalized_unit"": ""mW"", ""raw"": ""4.8 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""4.8 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""75 W"", ""raw_unit"": ""W""}, {""normalized"": ""75000"", ""normalized_unit"": ""mW"", ""raw"": ""75 W"", ""raw_unit"": ""W""}, {""normalized"": ""50000"", ""normalized_unit"": ""mW"", ""raw"": ""50 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""5.0 W"", ""raw_unit"": ""W""}, {""normalized"": ""2000"", ""normalized_unit"": ""mW"", ""raw"": ""2.0 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2.0 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""5 W"", ""raw_unit"": ""W""}, {""normalized"": ""5000"", ""normalized_unit"": ""mW"", ""raw"": ""5 W"", ""raw_unit"": ""W""}, {""normalized"": ""5400"", ""normalized_unit"": ""mW"", ""raw"": ""5.4 W"", ""raw_unit"": ""W""}], ""wavelength_nm"": [{""normalized"": ""1064"", ""normalized_unit"": ""nm"", ""raw"": ""1064 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""355"", ""normalized_unit"": ""nm"", ""raw"": ""355 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""458"", ""normalized_unit"": ""nm"", ""raw"": ""458 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""532"", ""normalized_unit"": ""nm"", ""raw"": ""532 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""308"", ""normalized_unit"": ""nm"", ""raw"": ""308 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""248"", ""normalized_unit"": ""nm"", ""raw"": ""248 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}]}",23,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-bd72ba46124e07cdf7,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,14,char_window,53225,53231,1,1,atmosphere,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""in air"", ""raw_unit"": """"}]}",1,,0,single_field_context_cluster,false,1,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-08b86fce23d0d7d922,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,15,char_window,60219,60573,2,1,atmosphere,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""in air"", ""raw_unit"": """"}]}",2,,0,single_field_context_cluster,false,1,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-4db2e92fee884e0c59,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,17,char_window,67683,68495,4,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""450"", ""normalized_unit"": ""nm"", ""raw"": ""450 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1064"", ""normalized_unit"": ""nm"", ""raw"": ""1064 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""2"", ""normalized_unit"": ""nm"", ""raw"": ""2 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""808"", ""normalized_unit"": ""nm"", ""raw"": ""808 nm"", ""raw_unit"": ""nm""}]}",4,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-5849756d00c624fc2b,OA2P-000087,10.1007/s40820-020-00577-0,Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,out_of_scope_for_expansion,18,char_window,70710,72679,29,4,laser_power;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""1.5 W"", ""raw_unit"": ""W""}, {""normalized"": ""1500"", ""normalized_unit"": ""mW"", ""raw"": ""1.5 W"", ""raw_unit"": ""W""}, {""normalized"": ""6000"", ""normalized_unit"": ""mW"", ""raw"": ""6 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""6 W"", ""raw_unit"": ""W""}, {""normalized"": ""4800"", ""normalized_unit"": ""mW"", ""raw"": ""4.8 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""4.8 W"", ""raw_unit"": ""W""}, {""normalized"": ""10000"", ""normalized_unit"": ""mW"", ""raw"": ""10 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 W"", ""raw_unit"": ""W""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.3 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""0.3"", ""normalized_unit"": ""mW"", ""raw"": ""0.3 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""4.0 W"", ""raw_unit"": ""W""}, {""normalized"": ""4000"", ""normalized_unit"": ""mW"", ""raw"": ""4.0 W"", ""raw_unit"": ""W""}, {""normalized"": ""2000"", ""normalized_unit"": ""mW"", ""raw"": ""2 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2 W"", ""raw_unit"": ""W""}, {""normalized"": ""200"", ""normalized_unit"": ""mW"", ""raw"": ""200 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""200 mW"", ""raw_unit"": ""mW""}], ""pulse_width_fs"": [{""normalized"": ""170"", ""normalized_unit"": ""fs"", ""raw"": ""170 fs"", ""raw_unit"": ""fs""}, {""normalized"": ""30"", ""normalized_unit"": ""fs"", ""raw"": ""30 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""0.018"", ""normalized_unit"": ""MHz"", ""raw"": ""18 kHz"", ""raw_unit"": ""kHz""}, {""normalized"": ""0.02"", ""normalized_unit"": ""MHz"", ""raw"": ""20 kHz"", ""raw_unit"": ""kHz""}], ""wavelength_nm"": [{""normalized"": ""532"", ""normalized_unit"": ""nm"", ""raw"": ""532 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1064"", ""normalized_unit"": ""nm"", ""raw"": ""1064 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""513"", ""normalized_unit"": ""nm"", ""raw"": ""513 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""808"", ""normalized_unit"": ""nm"", ""raw"": ""808 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""660"", ""normalized_unit"": ""nm"", ""raw"": ""660 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",29,,0,high_information_local_cluster,false,3,atmosphere;focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
